business_postal_code,Unnamed: 0,population ,avg_income,inspection_id,inspection_date,inspection_score,inspection_type,violation_description,risk_category,Neighborhoods,Current Police Districts
94110,19,74633,53795,7489_20170119,01/19/2017 12:00:00 AM,77.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,53.0,3.0
94110,19,74633,53795,60828_20180313,03/13/2018 12:00:00 AM,90.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,53.0,3.0
94110,19,74633,53795,33935_20190611,06/11/2019 12:00:00 AM,90.0,Routine - Unscheduled,Noncompliance with HAACP plan or variance,Moderate Risk,83.0,9.0
94110,19,74633,53795,3615_20180423,04/23/2018 12:00:00 AM,96.0,Routine - Unscheduled,Inadequate procedures or records for time as a public health control,Moderate Risk,37.0,3.0
94110,19,74633,53795,1727_20190415,04/15/2019 12:00:00 AM,96.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk,53.0,3.0
94110,19,74633,53795,95_20180509,05/09/2018 12:00:00 AM,92.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,83.0,9.0
94110,19,74633,53795,2871_20180223,02/23/2018 12:00:00 AM,96.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk,53.0,3.0
94110,19,74633,53795,7761_20170523,05/23/2017 12:00:00 AM,86.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk,61.0,9.0
94110,19,74633,53795,1797_20170105,01/05/2017 12:00:00 AM,86.0,Routine - Unscheduled,Food safety certificate or food handler card not available,Low Risk,53.0,3.0
94110,19,74633,53795,61579_20170630,06/30/2017 12:00:00 AM,67.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk,53.0,3.0
94110,19,74633,53795,539_20180529,05/29/2018 12:00:00 AM,90.0,Routine - Unscheduled,Low risk vermin infestation,Low Risk,53.0,3.0
94110,19,74633,53795,1021_20170912,09/12/2017 12:00:00 AM,90.0,Routine - Unscheduled,Food safety certificate or food handler card not available,Low Risk,53.0,3.0
94110,19,74633,53795,2690_20190708,07/08/2019 12:00:00 AM,87.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,83.0,9.0
94110,19,74633,53795,33935_20180509,05/09/2018 12:00:00 AM,88.0,Routine - Unscheduled,Noncompliance with HAACP plan or variance,Moderate Risk,83.0,9.0
94110,19,74633,53795,7493_20181212,12/12/2018 12:00:00 AM,94.0,Routine - Unscheduled,Food safety certificate or food handler card not available,Low Risk,53.0,3.0
94110,19,74633,53795,7055_20190730,07/30/2019 12:00:00 AM,82.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,53.0,3.0
94110,19,74633,53795,63169_20190708,07/08/2019 12:00:00 AM,92.0,Routine - Unscheduled,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,53.0,3.0
94110,19,74633,53795,5032_20170627,06/27/2017 12:00:00 AM,94.0,Routine - Unscheduled,Food in poor condition,Moderate Risk,84.0,9.0
94110,19,74633,53795,2646_20170926,09/26/2017 12:00:00 AM,90.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,53.0,3.0
94110,19,74633,53795,7761_20170523,05/23/2017 12:00:00 AM,86.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,61.0,9.0
94110,19,74633,53795,61736_20180117,01/17/2018 12:00:00 AM,90.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk,53.0,3.0
94110,19,74633,53795,7663_20170104,01/04/2017 12:00:00 AM,94.0,Routine - Unscheduled,Improper food storage,Low Risk,53.0,3.0
94110,19,74633,53795,4797_20171130,11/30/2017 12:00:00 AM,86.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,61.0,9.0
94110,19,74633,53795,2343_20190611,06/11/2019 12:00:00 AM,87.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk,53.0,3.0
94110,19,74633,53795,60210_20161129,11/29/2016 12:00:00 AM,92.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,83.0,9.0
94110,19,74633,53795,999_20190909,09/09/2019 12:00:00 AM,80.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk,53.0,3.0
94110,19,74633,53795,38929_20190226,02/26/2019 12:00:00 AM,80.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk,53.0,3.0
94110,19,74633,53795,4864_20180614,06/14/2018 12:00:00 AM,83.0,Routine - Unscheduled,Inadequate procedures or records for time as a public health control,Moderate Risk,53.0,3.0
94110,19,74633,53795,59935_20190305,03/05/2019 12:00:00 AM,92.0,Routine - Unscheduled,Improper storage use or identification of toxic substances,Low Risk,83.0,9.0
94110,19,74633,53795,1231_20171031,10/31/2017 12:00:00 AM,74.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk,53.0,3.0
94110,19,74633,53795,580_20170307,03/07/2017 12:00:00 AM,96.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,83.0,9.0
94110,19,74633,53795,58803_20190220,02/20/2019 12:00:00 AM,72.0,Routine - Unscheduled,Unclean hands or improper use of gloves,High Risk,90.0,9.0
94110,19,74633,53795,217_20170330,03/30/2017 12:00:00 AM,92.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,61.0,9.0
94110,19,74633,53795,7786_20180612,06/12/2018 12:00:00 AM,88.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk,53.0,3.0
94110,19,74633,53795,1792_20181217,12/17/2018 12:00:00 AM,88.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,53.0,3.0
94110,19,74633,53795,36687_20190813,08/13/2019 12:00:00 AM,92.0,Routine - Unscheduled,Improper thawing methods,Moderate Risk,53.0,3.0
94110,19,74633,53795,2454_20161026,10/26/2016 12:00:00 AM,90.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk,53.0,3.0
94110,19,74633,53795,39776_20190422,04/22/2019 12:00:00 AM,65.0,Routine - Unscheduled,Food in poor condition,Moderate Risk,53.0,3.0
94110,19,74633,53795,2980_20161024,10/24/2016 12:00:00 AM,89.0,Routine - Unscheduled,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,37.0,3.0
94110,19,74633,53795,7761_20180103,01/03/2018 12:00:00 AM,90.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,61.0,9.0
94110,19,74633,53795,18047_20171205,12/05/2017 12:00:00 AM,77.0,Routine - Unscheduled,High risk food holding temperature,High Risk,53.0,3.0
94110,19,74633,53795,1231_20180625,06/25/2018 12:00:00 AM,74.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk,53.0,3.0
94110,19,74633,53795,63763_20170725,07/25/2017 12:00:00 AM,73.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk,53.0,3.0
94110,19,74633,53795,64004_20190509,05/09/2019 12:00:00 AM,92.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,53.0,3.0
94110,19,74633,53795,7493_20161028,10/28/2016 12:00:00 AM,84.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk,53.0,3.0
94110,19,74633,53795,1005_20180919,09/19/2018 12:00:00 AM,86.0,Routine - Unscheduled,Low risk vermin infestation,Low Risk,53.0,3.0
94110,19,74633,53795,21807_20190130,01/30/2019 12:00:00 AM,75.0,Routine - Unscheduled,Employee eating or smoking,Moderate Risk,83.0,9.0
94110,19,74633,53795,64007_20161014,10/14/2016 12:00:00 AM,94.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,83.0,9.0
94110,19,74633,53795,1797_20190319,03/19/2019 12:00:00 AM,88.0,Routine - Unscheduled,Inadequate ventilation or lighting,Low Risk,53.0,3.0
94110,19,74633,53795,4797_20171130,11/30/2017 12:00:00 AM,86.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk,61.0,9.0
94110,19,74633,53795,5301_20190304,03/04/2019 12:00:00 AM,81.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,53.0,3.0
94110,19,74633,53795,1249_20171002,10/02/2017 12:00:00 AM,78.0,Routine - Unscheduled,Unclean hands or improper use of gloves,High Risk,53.0,3.0
94110,19,74633,53795,2358_20190807,08/07/2019 12:00:00 AM,89.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,53.0,3.0
94110,19,74633,53795,4922_20171120,11/20/2017 12:00:00 AM,87.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk,53.0,3.0
94110,19,74633,53795,1000_20171002,10/02/2017 12:00:00 AM,74.0,Routine - Unscheduled,Improper food storage,Low Risk,53.0,3.0
94110,19,74633,53795,1727_20190805,08/05/2019 12:00:00 AM,92.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,53.0,3.0
94110,19,74633,53795,64717_20180228,02/28/2018 12:00:00 AM,92.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk,37.0,3.0
94110,19,74633,53795,2335_20180612,06/12/2018 12:00:00 AM,90.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,53.0,3.0
94110,19,74633,53795,59397_20161017,10/17/2016 12:00:00 AM,94.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,53.0,3.0
94110,19,74633,53795,2447_20170322,03/22/2017 12:00:00 AM,96.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,53.0,3.0
94110,19,74633,53795,7119_20190319,03/19/2019 12:00:00 AM,72.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk,53.0,3.0
94110,19,74633,53795,2749_20170601,06/01/2017 12:00:00 AM,92.0,Routine - Unscheduled,Low risk vermin infestation,Low Risk,83.0,9.0
94110,19,74633,53795,2659_20180327,03/27/2018 12:00:00 AM,77.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk,83.0,9.0
94110,19,74633,53795,3870_20180105,01/05/2018 12:00:00 AM,90.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,83.0,9.0
94110,19,74633,53795,37304_20180103,01/03/2018 12:00:00 AM,76.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,61.0,9.0
94110,19,74633,53795,63940_20170202,02/02/2017 12:00:00 AM,88.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,53.0,3.0
94110,19,74633,53795,1008_20190403,04/03/2019 12:00:00 AM,66.0,Routine - Unscheduled,High risk vermin infestation,High Risk,53.0,3.0
94110,19,74633,53795,7214_20161228,12/28/2016 12:00:00 AM,94.0,Routine - Unscheduled,Improper food labeling or menu misrepresentation,Low Risk,53.0,3.0
94110,19,74633,53795,36024_20180521,05/21/2018 12:00:00 AM,90.0,Routine - Unscheduled,Improper food labeling or menu misrepresentation,Low Risk,53.0,3.0
94110,19,74633,53795,18047_20170126,01/26/2017 12:00:00 AM,72.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,53.0,3.0
94110,19,74633,53795,4959_20180718,07/18/2018 12:00:00 AM,86.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk,53.0,3.0
94110,19,74633,53795,33935_20180509,05/09/2018 12:00:00 AM,88.0,Routine - Unscheduled,Food safety certificate or food handler card not available,Low Risk,83.0,9.0
94110,19,74633,53795,18047_20170126,01/26/2017 12:00:00 AM,72.0,Routine - Unscheduled,Improper food storage,Low Risk,53.0,3.0
94110,19,74633,53795,5257_20190911,09/11/2019 12:00:00 AM,82.0,Routine - Unscheduled,Insufficient hot water or running water,Moderate Risk,53.0,3.0
94110,19,74633,53795,2871_20170118,01/18/2017 12:00:00 AM,96.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk,53.0,3.0
94110,19,74633,53795,7661_20171127,11/27/2017 12:00:00 AM,83.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk,53.0,3.0
94110,19,74633,53795,2359_20170706,07/06/2017 12:00:00 AM,62.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk,53.0,3.0
94110,19,74633,53795,1231_20171031,10/31/2017 12:00:00 AM,74.0,Routine - Unscheduled,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,53.0,3.0
94110,19,74633,53795,7646_20180605,06/05/2018 12:00:00 AM,96.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk,53.0,3.0
94110,19,74633,53795,2418_20170328,03/28/2017 12:00:00 AM,85.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,53.0,3.0
94110,19,74633,53795,32671_20190415,04/15/2019 12:00:00 AM,84.0,Routine - Unscheduled,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,53.0,3.0
94110,19,74633,53795,2659_20170306,03/06/2017 12:00:00 AM,79.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,83.0,9.0
94110,19,74633,53795,1018_20180208,02/08/2018 12:00:00 AM,87.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,53.0,3.0
94110,19,74633,53795,7772_20190108,01/08/2019 12:00:00 AM,84.0,Routine - Unscheduled,Permit license or inspection report not posted,Low Risk,53.0,3.0
94110,19,74633,53795,4449_20171218,12/18/2017 12:00:00 AM,83.0,Routine - Unscheduled,Food safety certificate or food handler card not available,Low Risk,83.0,9.0
94110,19,74633,53795,2421_20171113,11/13/2017 12:00:00 AM,85.0,Routine - Unscheduled,Improper cooling methods,High Risk,53.0,3.0
94110,19,74633,53795,2317_20170905,09/05/2017 12:00:00 AM,92.0,Routine - Unscheduled,Inadequate ventilation or lighting,Low Risk,53.0,3.0
94110,19,74633,53795,1243_20180522,05/22/2018 12:00:00 AM,94.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,37.0,3.0
94110,19,74633,53795,1065_20180711,07/11/2018 12:00:00 AM,86.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,53.0,3.0
94110,19,74633,53795,27350_20190627,06/27/2019 12:00:00 AM,75.0,Routine - Unscheduled,Unclean or unsanitary food contact surfaces,High Risk,53.0,3.0
94110,19,74633,53795,1003_20190313,03/13/2019 12:00:00 AM,92.0,Routine - Unscheduled,Inadequate dressing rooms or improper storage of personal items,Low Risk,53.0,3.0
94110,19,74633,53795,2659_20180327,03/27/2018 12:00:00 AM,77.0,Routine - Unscheduled,High risk food holding temperature,High Risk,83.0,9.0
94110,19,74633,53795,1249_20180515,05/15/2018 12:00:00 AM,74.0,Routine - Unscheduled,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,53.0,3.0
94110,19,74633,53795,37407_20190613,06/13/2019 12:00:00 AM,78.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,53.0,3.0
94110,19,74633,53795,386_20190117,01/17/2019 12:00:00 AM,68.0,Routine - Unscheduled,Unclean or unsanitary food contact surfaces,High Risk,61.0,9.0
94110,19,74633,53795,2427_20170710,07/10/2017 12:00:00 AM,87.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,53.0,3.0
94110,19,74633,53795,2649_20180409,04/09/2018 12:00:00 AM,77.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,53.0,3.0
94110,19,74633,53795,3899_20180618,06/18/2018 12:00:00 AM,94.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,38.0,3.0
94110,19,74633,53795,39606_20181212,12/12/2018 12:00:00 AM,94.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk,53.0,3.0
94110,19,74633,53795,2659_20171016,10/16/2017 12:00:00 AM,81.0,Routine - Unscheduled,Food safety certificate or food handler card not available,Low Risk,83.0,9.0
94110,19,74633,53795,36589_20180604,06/04/2018 12:00:00 AM,67.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,53.0,3.0
94110,19,74633,53795,2352_20180719,07/19/2018 12:00:00 AM,90.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,53.0,3.0
94110,19,74633,53795,2632_20170829,08/29/2017 12:00:00 AM,87.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,83.0,9.0
94110,19,74633,53795,4558_20190919,09/19/2019 12:00:00 AM,87.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk,53.0,3.0
94110,19,74633,53795,5812_20180223,02/23/2018 12:00:00 AM,98.0,Routine - Unscheduled,Low risk vermin infestation,Low Risk,53.0,3.0
94110,19,74633,53795,5889_20180201,02/01/2018 12:00:00 AM,96.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk,53.0,3.0
94110,19,74633,53795,2427_20170710,07/10/2017 12:00:00 AM,87.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk,53.0,3.0
94110,19,74633,53795,7214_20180726,07/26/2018 12:00:00 AM,87.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk,53.0,3.0
94110,19,74633,53795,5156_20190109,01/09/2019 12:00:00 AM,91.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,53.0,3.0
94110,19,74633,53795,63940_20170202,02/02/2017 12:00:00 AM,88.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk,53.0,3.0
94110,19,74633,53795,64116_20180110,01/10/2018 12:00:00 AM,88.0,Routine - Unscheduled,Inadequate procedures or records for time as a public health control,Moderate Risk,53.0,3.0
94110,19,74633,53795,539_20171010,10/10/2017 12:00:00 AM,90.0,Routine - Unscheduled,Low risk vermin infestation,Low Risk,53.0,3.0
94110,19,74633,53795,2359_20180213,02/13/2018 12:00:00 AM,87.0,Routine - Unscheduled,Insufficient hot water or running water,Moderate Risk,53.0,3.0
94110,19,74633,53795,33710_20170315,03/15/2017 12:00:00 AM,96.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,53.0,3.0
94110,19,74633,53795,34708_20190814,08/14/2019 12:00:00 AM,82.0,Routine - Unscheduled,Unclean unmaintained or improperly constructed toilet facilities,Low Risk,83.0,9.0
94110,19,74633,53795,1797_20170105,01/05/2017 12:00:00 AM,86.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,53.0,3.0
94110,19,74633,53795,39398_20171020,10/20/2017 12:00:00 AM,85.0,Routine - Unscheduled,Improper food storage,Low Risk,83.0,9.0
94110,19,74633,53795,2649_20190403,04/03/2019 12:00:00 AM,75.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk,53.0,3.0
94110,19,74633,53795,36024_20190501,05/01/2019 12:00:00 AM,88.0,Routine - Unscheduled,Food safety certificate or food handler card not available,Low Risk,53.0,3.0
94110,19,74633,53795,2357_20180723,07/23/2018 12:00:00 AM,81.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,53.0,3.0
94110,19,74633,53795,5006_20161017,10/17/2016 12:00:00 AM,96.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,53.0,3.0
94110,19,74633,53795,95_20170307,03/07/2017 12:00:00 AM,92.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,83.0,9.0
94110,19,74633,53795,7489_20170119,01/19/2017 12:00:00 AM,77.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk,53.0,3.0
94110,19,74633,53795,36348_20170112,01/12/2017 12:00:00 AM,92.0,Routine - Unscheduled,Food safety certificate or food handler card not available,Low Risk,53.0,3.0
94110,19,74633,53795,36685_20180605,06/05/2018 12:00:00 AM,93.0,Routine - Unscheduled,Unclean hands or improper use of gloves,High Risk,53.0,3.0
94110,19,74633,53795,19170_20170309,03/09/2017 12:00:00 AM,98.0,Routine - Unscheduled,Low risk vermin infestation,Low Risk,83.0,9.0
94110,19,74633,53795,3661_20161012,10/12/2016 12:00:00 AM,74.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,53.0,3.0
94110,19,74633,53795,2648_20190725,07/25/2019 12:00:00 AM,83.0,Routine - Unscheduled,Unclean or unsanitary food contact surfaces,High Risk,53.0,3.0
94110,19,74633,53795,62735_20180724,07/24/2018 12:00:00 AM,84.0,Routine - Unscheduled,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,53.0,3.0
94110,19,74633,53795,1300_20180531,05/31/2018 12:00:00 AM,92.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk,53.0,3.0
94110,19,74633,53795,16349_20190430,04/30/2019 12:00:00 AM,94.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,53.0,3.0
94110,19,74633,53795,62784_20180419,04/19/2018 12:00:00 AM,90.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,83.0,9.0
94110,19,74633,53795,40144_20171012,10/12/2017 12:00:00 AM,92.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,53.0,3.0
94110,19,74633,53795,3626_20180529,05/29/2018 12:00:00 AM,90.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk,53.0,3.0
94110,19,74633,53795,7772_20170511,05/11/2017 12:00:00 AM,88.0,Routine - Unscheduled,Food safety certificate or food handler card not available,Low Risk,53.0,3.0
94110,19,74633,53795,1337_20180525,05/25/2018 12:00:00 AM,90.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,83.0,9.0
94110,19,74633,53795,62735_20190702,07/02/2019 12:00:00 AM,73.0,Routine - Unscheduled,Unclean or unsanitary food contact surfaces,High Risk,53.0,3.0
94110,19,74633,53795,29246_20170621,06/21/2017 12:00:00 AM,87.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,61.0,9.0
94110,19,74633,53795,27350_20171017,10/17/2017 12:00:00 AM,83.0,Routine - Unscheduled,Unclean or unsanitary food contact surfaces,High Risk,53.0,3.0
94110,19,74633,53795,7761_20190319,03/19/2019 12:00:00 AM,92.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,61.0,9.0
94110,19,74633,53795,61579_20170630,06/30/2017 12:00:00 AM,67.0,Routine - Unscheduled,High risk food holding temperature,High Risk,53.0,3.0
94110,19,74633,53795,2369_20170809,08/09/2017 12:00:00 AM,86.0,Routine - Unscheduled,Improper thawing methods,Moderate Risk,53.0,3.0
94110,19,74633,53795,18047_20171205,12/05/2017 12:00:00 AM,77.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,53.0,3.0
94110,19,74633,53795,2632_20170309,03/09/2017 12:00:00 AM,94.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,83.0,9.0
94110,19,74633,53795,4558_20170803,08/03/2017 12:00:00 AM,88.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,53.0,3.0
94110,19,74633,53795,2360_20170920,09/20/2017 12:00:00 AM,87.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk,53.0,3.0
94110,19,74633,53795,2690_20161025,10/25/2016 12:00:00 AM,92.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,83.0,9.0
94110,19,74633,53795,7645_20181023,10/23/2018 12:00:00 AM,86.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,53.0,3.0
94110,19,74633,53795,16349_20180227,02/27/2018 12:00:00 AM,90.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,53.0,3.0
94110,19,74633,53795,3616_20180126,01/26/2018 12:00:00 AM,87.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk,52.0,3.0
94110,19,74633,53795,61579_20190228,02/28/2019 12:00:00 AM,78.0,Routine - Unscheduled,Food safety certificate or food handler card not available,Low Risk,53.0,3.0
94110,19,74633,53795,32925_20181205,12/05/2018 12:00:00 AM,82.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk,53.0,3.0
94110,19,74633,53795,580_20190415,04/15/2019 12:00:00 AM,85.0,Routine - Unscheduled,Improper cooling methods,High Risk,83.0,9.0
94110,19,74633,53795,63169_20171115,11/15/2017 12:00:00 AM,88.0,Routine - Unscheduled,Permit license or inspection report not posted,Low Risk,53.0,3.0
94110,19,74633,53795,36687_20180924,09/24/2018 12:00:00 AM,83.0,Routine - Unscheduled,High risk vermin infestation,High Risk,53.0,3.0
94110,19,74633,53795,7663_20171221,12/21/2017 12:00:00 AM,94.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,53.0,3.0
94110,19,74633,53795,38379_20180625,06/25/2018 12:00:00 AM,88.0,Routine - Unscheduled,Food in poor condition,Moderate Risk,53.0,3.0
94110,19,74633,53795,39398_20180416,04/16/2018 12:00:00 AM,94.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,83.0,9.0
94110,19,74633,53795,2610_20171003,10/03/2017 12:00:00 AM,90.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,53.0,3.0
94110,19,74633,53795,2352_20171115,11/15/2017 12:00:00 AM,90.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk,53.0,3.0
94110,19,74633,53795,61579_20190228,02/28/2019 12:00:00 AM,78.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk,53.0,3.0
94110,19,74633,53795,1002_20180509,05/09/2018 12:00:00 AM,90.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk,53.0,3.0
94110,19,74633,53795,4864_20161206,12/06/2016 12:00:00 AM,84.0,Routine - Unscheduled,Food safety certificate or food handler card not available,Low Risk,53.0,3.0
94110,19,74633,53795,1008_20190403,04/03/2019 12:00:00 AM,66.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk,53.0,3.0
94110,19,74633,53795,4864_20161206,12/06/2016 12:00:00 AM,84.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk,53.0,3.0
94110,19,74633,53795,1005_20180122,01/22/2018 12:00:00 AM,84.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk,53.0,3.0
94110,19,74633,53795,61579_20170630,06/30/2017 12:00:00 AM,67.0,Routine - Unscheduled,Improper food storage,Low Risk,53.0,3.0
94110,19,74633,53795,3623_20180416,04/16/2018 12:00:00 AM,85.0,Routine - Unscheduled,Improper food storage,Low Risk,53.0,3.0
94110,19,74633,53795,384_20170501,05/01/2017 12:00:00 AM,76.0,Routine - Unscheduled,Improper thawing methods,Moderate Risk,61.0,9.0
94110,19,74633,53795,3623_20180416,04/16/2018 12:00:00 AM,85.0,Routine - Unscheduled,Improper cooling methods,High Risk,53.0,3.0
94110,19,74633,53795,4959_20171114,11/14/2017 12:00:00 AM,85.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,53.0,3.0
94110,19,74633,53795,28976_20190826,08/26/2019 12:00:00 AM,98.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,83.0,9.0
94110,19,74633,53795,38379_20161116,11/16/2016 12:00:00 AM,96.0,Routine - Unscheduled,Improper food labeling or menu misrepresentation,Low Risk,53.0,3.0
94110,19,74633,53795,5999_20171128,11/28/2017 12:00:00 AM,90.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk,53.0,3.0
94110,19,74633,53795,37304_20161212,12/12/2016 12:00:00 AM,85.0,Routine - Unscheduled,Improper cooling methods,High Risk,61.0,9.0
